# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Nov  7 13:44:30 2023
#
# User preference: *
#
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_eccen:      Eccentricity
# COLUMN koi_eccen_err1: Eccentricity Upper Unc.
# COLUMN koi_eccen_err2: Eccentricity Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_sma_err1:   Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN koi_sma_err2:   Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_incl_err1:  Inclination Upper Unc. [deg]
# COLUMN koi_incl_err2:  Inclination Lower Unc. [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_dor:        Planet-Star Distance over Star Radius
# COLUMN koi_dor_err1:   Planet-Star Distance over Star Radius Upper Unc.
# COLUMN koi_dor_err2:   Planet-Star Distance over Star Radius Lower Unc.
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
#
koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
CONFIRMED,CANDIDATE,19.271538920,4.1450000e-05,-4.1450000e-05,0,,,2.75940,0.05510,-0.05510,1.93,1.000e-01,-1.200e-01,0.1171,,,89.97,,,393.0,,,55.020000,4.100000,-4.100000,4077.00,81.00,-81.00,0.5600,0.0300,-0.0340,0.5760,0.0310,-0.0350
CONFIRMED,CANDIDATE,10.065243170,1.4900000e-05,-1.4900000e-05,0,,,1.36900,0.03930,-0.03930,1.91,1.000e-01,-1.200e-01,0.0760,,,89.22,,,488.0,,,45.900000,22.700000,-22.700000,4077.00,81.00,-81.00,0.5600,0.0300,-0.0340,0.5760,0.0310,-0.0350
CONFIRMED,CANDIDATE,12.393565100,3.9320000e-05,-3.9320000e-05,0,,,3.88960,0.08340,-0.08340,2.66,5.400e-01,-2.300e-01,0.0983,,,86.13,,,677.0,,,13.070000,6.300000,-6.300000,5557.00,166.00,-166.00,0.7500,0.1520,-0.0650,0.8320,0.0800,-0.0890
CONFIRMED,CANDIDATE,43.844397210,9.6130000e-05,-9.6130000e-05,0,,,6.80200,0.11900,-0.11900,2.87,4.300e-01,-3.000e-01,0.2395,,,88.27,,,531.0,,,28.200000,13.400000,-13.400000,5854.00,105.00,-117.00,1.0120,0.1540,-0.1030,0.9510,0.0700,-0.0630
FALSE POSITIVE,FALSE POSITIVE,3.341913228,9.9530000e-06,-9.9530000e-06,0,,,3.81300,0.12000,-0.12000,21.55,3.540e+00,-1.890e+00,0.0415,,,56.44,,,1032.0,,,2.190000,1.100000,-1.100000,5295.00,175.00,-159.00,0.8110,0.1330,-0.0710,0.8530,0.0780,-0.0780
FALSE POSITIVE,FALSE POSITIVE,1.626630225,1.0150000e-06,-1.0150000e-06,0,,,2.11450,0.02850,-0.02850,32.43,9.000e+00,-4.830e+00,0.0260,,,58.03,,,1547.0,,,2.380000,1.200000,-1.200000,5735.00,155.00,-172.00,0.9730,0.2700,-0.1450,0.8890,0.1200,-0.0900
CONFIRMED,CANDIDATE,2.711504086,3.8000000e-06,-3.8000000e-06,0,,,3.00990,0.04230,-0.04230,3.12,1.020e+00,-3.400e-01,0.0401,,,89.81,,,1420.0,,,7.088000,0.285000,-0.285000,6214.00,174.00,-239.00,1.0760,0.3530,-0.1180,1.1690,0.1410,-0.1730
CONFIRMED,CANDIDATE,7.212037480,1.5530000e-05,-1.5530000e-05,0,,,4.04910,0.05800,-0.05800,3.32,1.090e+00,-3.600e-01,0.0770,,,89.95,,,1025.0,,,14.003000,0.696000,-0.696000,6214.00,174.00,-239.00,1.0760,0.3530,-0.1180,1.1690,0.1410,-0.1730
FALSE POSITIVE,FALSE POSITIVE,14.179818700,1.6430000e-04,-1.6430000e-04,0,,,2.50500,0.31500,-0.31500,1.88,7.100e-01,-1.400e-01,0.1137,,,89.95,,,711.0,,,43.540000,4.500000,-4.500000,5799.00,161.00,-168.00,0.8780,0.3330,-0.0650,0.9750,0.0980,-0.1090
CONFIRMED,CANDIDATE,8.472379110,1.5600000e-05,-1.5600000e-05,0,,,2.72450,0.04840,-0.04840,2.59,3.700e-01,-2.200e-01,0.0778,,,89.95,,,751.0,,,24.470000,1.400000,-1.400000,5354.00,159.00,-159.00,0.7880,0.1130,-0.0660,0.8840,0.0610,-0.1130
CONFIRMED,CANDIDATE,60.418936900,5.0430000e-04,-5.0430000e-04,0,,,5.03900,0.18400,-0.18400,2.36,3.400e-01,-2.000e-01,0.2884,,,89.94,,,390.0,,,93.710000,3.400000,-3.400000,5354.00,159.00,-159.00,0.7880,0.1130,-0.0660,0.8840,0.0610,-0.1130
CONFIRMED,CANDIDATE,12.611904345,6.6500000e-06,-6.6500000e-06,0,,,5.14970,0.05920,-0.05920,7.40,2.200e+00,-7.300e-01,0.1058,,,88.17,,,753.0,,,17.270000,4.800000,-4.800000,5795.00,156.00,-173.00,0.9190,0.2730,-0.0910,0.9920,0.1120,-0.1120
FALSE POSITIVE,FALSE POSITIVE,1.433769925,7.4100000e-07,-7.4100000e-07,0,,,1.88680,0.02320,-0.02320,46.58,8.010e+00,-8.000e+00,0.0256,,,58.99,,,1920.0,,,2.460000,1.200000,-1.200000,6017.00,72.00,-90.00,1.3390,0.2300,-0.2300,1.0830,0.1000,-0.0820
FALSE POSITIVE,FALSE POSITIVE,10.318723010,2.8460000e-05,-2.8460000e-05,0,,,3.83600,0.12100,-0.12100,28.59,8.610e+00,-3.690e+00,0.0944,,,78.15,,,876.0,,,5.920000,3.000000,-3.000000,5927.00,176.00,-193.00,1.0600,0.3190,-0.1370,1.0500,0.1400,-0.1270
CONFIRMED,CANDIDATE,2.539183147,5.0730000e-06,-5.0730000e-06,0,,,2.42820,0.05590,-0.05590,2.06,2.900e-01,-2.800e-01,0.0355,,,88.28,,,1332.0,,,7.930000,1.200000,-1.200000,5519.00,82.00,-74.00,1.0620,0.1540,-0.1400,0.9210,0.0670,-0.0380
CONFIRMED,CANDIDATE,6.770300385,9.5370000e-06,-9.5370000e-06,0,,,2.08440,0.04540,-0.04540,2.77,4.600e-01,-1.500e-01,0.0640,,,86.84,,,812.0,,,15.210000,7.500000,-7.500000,5653.00,166.00,-166.00,0.6790,0.1120,-0.0370,0.7670,0.0580,-0.0710
FALSE POSITIVE,FALSE POSITIVE,0.444291966,9.7000000e-08,-9.7000000e-08,0,,,2.07920,0.01150,-0.01150,27.51,3.460e+00,-1.730e+00,0.0101,,,39.97,,,1836.0,,,1.641000,0.538000,-0.538000,5255.00,156.00,-156.00,0.6360,0.0800,-0.0400,0.7090,0.0600,-0.0600
CANDIDATE,CANDIDATE,10.181584004,6.1880000e-06,-6.1880000e-06,0,,,3.50890,0.03310,-0.03310,7.73,2.170e+00,-7.200e-01,0.0884,,,85.87,,,812.0,,,12.776000,0.528000,-0.528000,5988.00,179.00,-197.00,0.8360,0.2340,-0.0780,0.8850,0.0990,-0.0990
CONFIRMED,CANDIDATE,20.060363360,5.8390000e-05,-5.8390000e-05,0,,,3.32030,0.07540,-0.07540,1.96,1.300e-01,-1.600e-01,0.1150,,,89.21,,,361.0,,,40.400000,12.600000,-12.600000,3950.00,70.00,-86.00,0.4930,0.0330,-0.0400,0.5020,0.0310,-0.0380
CONFIRMED,CANDIDATE,46.184203900,2.6540000e-04,-2.6540000e-04,0,,,4.75800,0.13000,-0.13000,1.83,1.200e-01,-1.500e-01,0.2005,,,89.99,,,273.0,,,76.670000,4.700000,-4.700000,3950.00,70.00,-86.00,0.4930,0.0330,-0.0400,0.5020,0.0310,-0.0380
CONFIRMED,CANDIDATE,23.980085400,2.0030000e-04,-2.0030000e-04,0,,,5.35100,0.17700,-0.17700,1.31,2.000e-01,-1.300e-01,0.1602,,,85.45,,,649.0,,,11.980000,5.900000,-5.900000,5854.00,105.00,-117.00,1.0120,0.1540,-0.1030,0.9510,0.0700,-0.0630
CONFIRMED,CANDIDATE,7.825021680,3.8900000e-05,-3.8900000e-05,0,,,2.18600,0.12000,-0.12000,1.20,8.000e-02,-1.000e-01,0.0614,,,87.99,,,494.0,,,20.200000,9.100000,-9.100000,3950.00,70.00,-86.00,0.4930,0.0330,-0.0400,0.5020,0.0310,-0.0380
CONFIRMED,CANDIDATE,3.895936525,7.7100000e-07,-7.7100000e-07,0,,,2.31110,0.03020,-0.03020,7.34,1.530e+00,-6.500e-01,0.0460,,,87.56,,,1005.0,,,12.290000,5.700000,-5.700000,5557.00,167.00,-167.00,0.7740,0.1610,-0.0690,0.8660,0.0820,-0.1000
CONFIRMED,CANDIDATE,22.366464660,9.7610000e-05,-9.7610000e-05,0,,,5.22800,0.12200,-0.12200,2.32,3.800e-01,-1.600e-01,0.1449,,,89.26,,,536.0,,,31.000000,10.400000,-10.400000,5395.00,160.00,-160.00,0.7340,0.1220,-0.0520,0.8210,0.0760,-0.0930
CONFIRMED,CANDIDATE,1.625522174,1.5800000e-07,-1.5800000e-07,0,,,2.38963,0.00338,-0.00338,9.73,1.410e+00,-1.420e+00,0.0265,,,89.22,,,1579.0,,,5.636400,0.045400,-0.045400,5539.00,83.00,-74.00,1.1060,0.1610,-0.1610,0.9350,0.0620,-0.0430
CANDIDATE,CANDIDATE,19.620346923,3.7300000e-06,-3.7300000e-06,0,,,2.00380,0.02920,-0.02920,13.60,1.820e+00,-9.200e-01,0.1389,,,89.66,,,643.0,,,77.900000,22.000000,-22.000000,5710.00,76.00,-85.00,0.9050,0.1210,-0.0610,0.9280,0.0520,-0.0580
FALSE POSITIVE,FALSE POSITIVE,7.544039000,1.0230000e-04,-1.0230000e-04,0,,,6.22200,0.73100,-0.73100,17.47,4.120e+00,-1.650e+00,0.0731,,,58.94,,,838.0,,,2.280000,1.100000,-1.100000,5657.00,152.00,-169.00,0.8240,0.1940,-0.0780,0.9190,0.0830,-0.1040
CONFIRMED,CANDIDATE,9.029306890,1.6480000e-05,-1.6480000e-05,0,,,3.14490,0.05280,-0.05280,2.57,4.400e-01,-2.600e-01,0.0796,,,89.94,,,757.0,,,22.570000,1.200000,-1.200000,5349.00,167.00,-167.00,0.8200,0.1410,-0.0820,0.8240,0.0960,-0.0780
FALSE POSITIVE,FALSE POSITIVE,10.328035714,3.7620000e-06,-3.7620000e-06,0,,,7.79150,0.02720,-0.02720,13.28,3.640e+00,-2.410e+00,0.0888,,,88.54,,,843.0,,,10.988000,0.604000,-0.604000,5627.00,169.00,-169.00,1.0240,0.2800,-0.1860,0.8740,0.1250,-0.0730
CONFIRMED,CANDIDATE,143.206304700,2.3480000e-04,-2.3480000e-04,0,,,8.93020,0.09610,-0.09610,8.90,8.200e-01,-3.800e-01,0.5336,,,89.83,,,308.0,,,125.800000,31.900000,-31.900000,5485.00,98.00,-120.00,0.8670,0.0790,-0.0370,0.9860,0.0350,-0.0820
CONFIRMED,CANDIDATE,6.164876000,4.6350000e-05,-4.6350000e-05,0,,,3.26200,0.18600,-0.18600,0.79,1.300e-01,-8.000e-02,0.0648,,,86.69,,,1021.0,,,11.190000,4.700000,-4.700000,5854.00,105.00,-117.00,1.0120,0.1540,-0.1030,0.9510,0.0700,-0.0630
CONFIRMED,CANDIDATE,60.324942160,3.2070000e-05,-3.2070000e-05,0,,,6.61880,0.03270,-0.03270,12.19,1.110e+00,-5.200e-01,0.2998,,,89.83,,,411.0,,,77.040000,5.800000,-5.800000,5485.00,98.00,-120.00,0.8670,0.0790,-0.0370,0.9860,0.0350,-0.0820
CONFIRMED,CANDIDATE,29.159861500,2.5340000e-04,-2.5340000e-04,0,,,4.80300,0.20000,-0.20000,1.91,2.000e-01,-7.000e-02,0.1847,,,89.38,,,524.0,,,44.200000,17.900000,-17.900000,5485.00,99.00,-112.00,0.8670,0.0920,-0.0340,0.9860,0.0280,-0.0790
FALSE POSITIVE,FALSE POSITIVE,1.540397253,2.7020000e-06,-2.7020000e-06,0,,,2.15410,0.08460,-0.08460,25.69,7.440e+00,-2.330e+00,0.0264,,,51.56,,,1470.0,,,1.971000,0.984000,-0.984000,5663.00,171.00,-188.00,0.9150,0.2650,-0.0830,1.0340,0.0890,-0.1220
FALSE POSITIVE,FALSE POSITIVE,2.990254430,1.1680000e-05,-1.1680000e-05,0,,,5.41400,0.11300,-0.11300,1.70,1.000e-01,-1.500e-01,0.0367,,,89.81,,,918.0,,,4.349000,0.252000,-0.252000,4667.00,140.00,-154.00,0.7310,0.0420,-0.0630,0.7370,0.0580,-0.0580
CONFIRMED,CANDIDATE,1.594745374,1.1300000e-07,-1.1300000e-07,0,,,1.96040,0.01060,-0.01060,11.30,3.090e+00,-1.330e+00,0.0258,,,85.25,,,1539.0,,,6.203000,0.412000,-0.412000,5934.00,160.00,-178.00,0.8930,0.2440,-0.1050,0.9010,0.1100,-0.0900
CONFIRMED,CANDIDATE,4.783002698,5.4320000e-06,-5.4320000e-06,0,,,2.33500,0.03320,-0.03320,2.50,3.400e-01,-1.900e-01,0.0535,,,89.99,,,886.0,,,16.102000,0.647000,-0.647000,5170.00,155.00,-155.00,0.8070,0.1110,-0.0600,0.8910,0.0530,-0.0840
CONFIRMED,CANDIDATE,20.505889210,3.2060000e-05,-3.2060000e-05,0,,,4.05950,0.04810,-0.04810,3.41,2.800e-01,-3.100e-01,0.1326,,,89.62,,,518.0,,,38.910000,5.500000,-5.500000,4905.00,148.00,-148.00,0.7610,0.0630,-0.0700,0.7390,0.0850,-0.0540
CONFIRMED,CANDIDATE,3.340218842,3.1770000e-06,-3.1770000e-06,0,,,1.91040,0.03180,-0.03180,2.03,1.300e-01,-1.700e-01,0.0348,,,87.85,,,656.0,,,12.400000,6.100000,-6.100000,3950.00,70.00,-86.00,0.4930,0.0330,-0.0400,0.5020,0.0310,-0.0380
FALSE POSITIVE,FALSE POSITIVE,2.507089906,2.4010000e-06,-2.4010000e-06,0,,,2.00670,0.04270,-0.04270,30.26,9.570e+00,-3.190e+00,0.0365,,,67.79,,,1326.0,,,3.320000,1.700000,-1.700000,5926.00,184.00,-226.00,0.9390,0.2970,-0.0990,1.0300,0.1240,-0.1380
CONFIRMED,CANDIDATE,18.649327280,5.2020000e-05,-5.2020000e-05,0,,,4.40560,0.06870,-0.06870,3.12,4.700e-01,-2.800e-01,0.1390,,,89.86,,,701.0,,,33.120000,2.300000,-2.300000,5775.00,78.00,-78.00,1.0530,0.1610,-0.0940,1.0260,0.0620,-0.0620
CONFIRMED,CANDIDATE,4.901449760,1.0700000e-05,-1.0700000e-05,0,,,4.16540,0.05850,-0.05850,1.70,8.000e-02,-5.000e-02,0.0586,,,86.10,,,1262.0,,,7.780000,3.700000,-3.700000,5847.00,64.00,-75.00,1.4020,0.0630,-0.0460,1.1130,0.0920,-0.0500
CONFIRMED,CANDIDATE,9.751921010,4.8290000e-05,-4.8290000e-05,0,,,4.79300,0.18100,-0.18100,2.76,4.300e-01,-2.400e-01,0.0902,,,80.97,,,870.0,,,6.050000,3.000000,-3.000000,5775.00,78.00,-78.00,1.0530,0.1610,-0.0940,1.0260,0.0620,-0.0620
CONFIRMED,CANDIDATE,38.557654600,1.7650000e-04,-1.7650000e-04,0,,,5.79400,0.19900,-0.19900,4.02,6.200e-01,-3.600e-01,0.2255,,,87.91,,,550.0,,,24.900000,12.400000,-12.400000,5775.00,78.00,-78.00,1.0530,0.1610,-0.0940,1.0260,0.0620,-0.0620
CONFIRMED,CANDIDATE,3.525632539,1.5000000e-07,-1.5000000e-07,0,,,2.59959,0.00079,-0.00079,11.58,9.000e-01,-4.800e-01,0.0431,,,89.41,,,975.0,,,11.699000,0.218000,-0.218000,5150.00,82.00,-82.00,0.7930,0.0620,-0.0330,0.8550,0.0350,-0.0490
CANDIDATE,CANDIDATE,34.843986440,4.0360000e-05,-4.0360000e-05,0,,,2.93150,0.07020,-0.07020,7.61,1.720e+00,-9.100e-01,0.1971,,,88.92,,,511.0,,,49.310000,5.000000,-5.000000,5509.00,166.00,-166.00,0.8710,0.1960,-0.1050,0.8400,0.1110,-0.0740
CONFIRMED,CANDIDATE,7.748094239,7.5530000e-06,-7.5530000e-06,0,,,3.59570,0.04300,-0.04300,5.52,1.700e+00,-5.600e-01,0.0810,,,88.02,,,964.0,,,15.000000,4.100000,-4.100000,5973.00,169.00,-232.00,1.0850,0.3340,-0.1110,1.1810,0.1210,-0.1510
CONFIRMED,CANDIDATE,23.967936690,9.2490000e-05,-9.2490000e-05,0,,,3.82700,0.11300,-0.11300,1.80,1.000e-01,-1.500e-01,0.1322,,,89.47,,,329.0,,,45.200000,18.800000,-18.800000,3747.00,75.00,-83.00,0.5240,0.0300,-0.0440,0.5360,0.0350,-0.0390
CONFIRMED,CANDIDATE,8.295617380,2.3680000e-05,-2.3680000e-05,0,,,1.34210,0.07730,-0.07730,1.82,1.000e-01,-1.500e-01,0.0652,,,87.95,,,469.0,,,24.800000,12.100000,-12.100000,3747.00,75.00,-83.00,0.5240,0.0300,-0.0440,0.5360,0.0350,-0.0390
CONFIRMED,CANDIDATE,8.114374820,1.0920000e-05,-1.0920000e-05,0,,,2.27360,0.04470,-0.04470,2.10,1.400e-01,-1.600e-01,0.0649,,,88.61,,,460.0,,,23.580000,7.500000,-7.500000,3692.00,73.00,-83.00,0.5170,0.0350,-0.0390,0.5530,0.0270,-0.0440
FALSE POSITIVE,FALSE POSITIVE,38.036729482,3.4840000e-06,-3.4840000e-06,0,,,4.34617,0.00645,-0.00645,27.50,5.280e+00,-2.270e+00,0.2252,,,89.63,,,500.0,,,78.037000,0.655000,-0.655000,5575.00,166.00,-183.00,0.9320,0.1790,-0.0770,1.0510,0.0660,-0.1320
CANDIDATE,CANDIDATE,4.640900310,1.4850000e-05,-1.4850000e-05,0,,,35.51200,0.27400,-0.27400,30.09,5.790e+00,-3.140e+00,0.0503,,,19.01,,,1155.0,,,1.354000,0.242000,-0.242000,6463.00,205.00,-205.00,0.8260,0.1590,-0.0860,0.7860,0.0620,-0.0450
FALSE POSITIVE,FALSE POSITIVE,3.747838198,3.8960000e-06,-3.8960000e-06,0,,,5.06420,0.04450,-0.04450,13.65,3.110e+00,-1.040e+00,0.0460,,,53.12,,,1031.0,,,1.868000,0.888000,-0.888000,5514.00,149.00,-149.00,0.8260,0.1880,-0.0630,0.9260,0.0750,-0.1080
CONFIRMED,CANDIDATE,14.749148250,2.1740000e-05,-2.1740000e-05,0,,,6.09950,0.04400,-0.04400,2.89,1.300e-01,-1.000e-01,0.1221,,,89.47,,,874.0,,,18.560000,1.100000,-1.100000,5847.00,64.00,-75.00,1.4020,0.0630,-0.0460,1.1130,0.0920,-0.0500
CONFIRMED,CANDIDATE,21.812959960,7.2290000e-05,-7.2290000e-05,0,,,4.37910,0.09100,-0.09100,3.38,9.100e-01,-4.900e-01,0.1495,,,89.92,,,639.0,,,39.183000,0.644000,-0.644000,5601.00,166.00,-166.00,0.9990,0.2690,-0.1450,0.9340,0.1130,-0.0850
FALSE POSITIVE,FALSE POSITIVE,7.919369370,2.0400000e-06,-2.0400000e-06,0,,,3.31480,0.02090,-0.02090,10.34,2.590e+00,-8.700e-01,0.0737,,,87.30,,,814.0,,,15.534000,0.706000,-0.706000,5690.00,154.00,-172.00,0.7760,0.1950,-0.0650,0.8520,0.0890,-0.0890
CANDIDATE,CANDIDATE,1.028436523,7.0500000e-07,-7.0500000e-07,0,,,1.86060,0.03400,-0.03400,72.77,2.771e+01,-8.600e+00,0.0197,,,57.30,,,1947.0,,,2.891000,0.184000,-0.184000,6228.00,183.00,-219.00,0.9900,0.3770,-0.1170,0.9590,0.1210,-0.1110
CONFIRMED,CANDIDATE,15.375623690,1.0170000e-05,-1.0170000e-05,0,,,3.31690,0.06450,-0.06450,11.01,4.400e-01,-8.200e-01,0.1121,,,88.73,,,600.0,,,31.240000,6.900000,-6.900000,4986.00,79.00,-79.00,0.8330,0.0330,-0.0620,0.7930,0.0540,-0.0290
CONFIRMED,CANDIDATE,8.103632710,2.0320000e-05,-2.0320000e-05,0,,,3.16100,0.06350,-0.06350,2.11,1.800e-01,-2.000e-01,0.0712,,,89.87,,,687.0,,,20.090000,1.500000,-1.500000,4861.00,131.00,-146.00,0.7320,0.0620,-0.0680,0.7330,0.0750,-0.0610
CONFIRMED,CANDIDATE,4.715108430,1.9410000e-05,-1.9410000e-05,0,,,2.50600,0.10300,-0.10300,1.46,1.200e-01,-1.400e-01,0.0496,,,88.96,,,823.0,,,14.180000,2.900000,-2.900000,4861.00,131.00,-146.00,0.7320,0.0620,-0.0680,0.7330,0.0750,-0.0610
CONFIRMED,CANDIDATE,6.365839713,8.0600000e-06,-8.0600000e-06,0,,,2.97210,0.04080,-0.04080,2.44,6.000e-01,-2.100e-01,0.0659,,,87.92,,,914.0,,,14.460000,4.400000,-4.400000,5776.00,155.00,-155.00,0.8490,0.2120,-0.0710,0.9390,0.0980,-0.1090
FALSE POSITIVE,FALSE POSITIVE,5.975817540,1.1180000e-05,-1.1180000e-05,0,,,3.06500,0.18500,-0.18500,3.86,1.320e+00,-4.400e-01,0.0660,,,81.71,,,1047.0,,,6.530000,3.200000,-3.200000,6108.00,193.00,-214.00,0.9970,0.3410,-0.1140,1.0720,0.1530,-0.1530
FALSE POSITIVE,FALSE POSITIVE,2.446737317,3.0890000e-06,-3.0890000e-06,0,,,4.72110,0.05460,-0.05460,26.25,6.900e+00,-2.470e+00,0.0351,,,44.81,,,1261.0,,,1.749000,0.818000,-0.818000,5764.00,154.00,-171.00,0.8630,0.2270,-0.0810,0.9590,0.1030,-0.1240
CONFIRMED,CANDIDATE,3.040330460,3.3700000e-07,-3.3700000e-07,0,,,1.84110,0.01680,-0.01680,8.99,8.000e-01,-9.900e-01,0.0374,,,85.95,,,1021.0,,,10.410000,1.000000,-1.000000,5035.00,151.00,-151.00,0.7910,0.0710,-0.0870,0.7540,0.0950,-0.0550
CONFIRMED,CANDIDATE,15.335286750,1.9890000e-05,-1.9890000e-05,0,,,3.89700,0.07710,-0.07710,5.00,4.900e-01,-1.800e-01,0.1179,,,87.95,,,610.0,,,21.650000,9.100000,-9.100000,5251.00,105.00,-105.00,0.8170,0.0800,-0.0290,0.9260,0.0320,-0.0640
CONFIRMED,CANDIDATE,7.958253280,7.6730000e-05,-7.6730000e-05,0,,,4.37700,0.22900,-0.22900,1.06,5.000e-02,-4.000e-02,0.0809,,,85.95,,,1074.0,,,10.010000,5.000000,-5.000000,5847.00,64.00,-75.00,1.4020,0.0630,-0.0460,1.1130,0.0920,-0.0500
CONFIRMED,CANDIDATE,31.330461350,3.9770000e-05,-3.9770000e-05,0,,,5.17600,0.10200,-0.10200,6.50,6.400e-01,-2.300e-01,0.1898,,,88.62,,,481.0,,,33.190000,8.000000,-8.000000,5251.00,105.00,-105.00,0.8170,0.0800,-0.0290,0.9260,0.0320,-0.0640
FALSE POSITIVE,FALSE POSITIVE,3.904342500,1.3390000e-06,-1.3390000e-06,0,,,3.83100,0.02710,-0.02710,12.28,3.560e+00,-1.190e+00,0.0484,,,84.06,,,1104.0,,,6.856000,0.384000,-0.384000,5810.00,157.00,-175.00,0.8980,0.2600,-0.0870,0.9890,0.1160,-0.1160
FALSE POSITIVE,FALSE POSITIVE,9.286358079,5.4600000e-07,-5.4600000e-07,0,,,3.49949,0.00533,-0.00533,17.61,4.050e+00,-1.870e+00,0.0810,,,89.06,,,796.0,,,23.029000,0.266000,-0.266000,5670.00,169.00,-169.00,0.8210,0.1890,-0.0870,0.8200,0.1060,-0.0710
FALSE POSITIVE,FALSE POSITIVE,3.951405455,2.2580000e-06,-2.2580000e-06,0,,,2.18620,0.02670,-0.02670,31.44,8.940e+00,-2.960e+00,0.0482,,,76.40,,,1133.0,,,5.420000,2.700000,-2.700000,6046.00,182.00,-182.00,0.8690,0.2470,-0.0820,0.9530,0.1070,-0.1190
CONFIRMED,CANDIDATE,23.653694150,1.7480000e-05,-1.7480000e-05,0,,,8.21830,0.02100,-0.02100,7.89,1.380e+00,-1.520e+00,0.1658,,,89.98,,,731.0,,,23.142000,0.107000,-0.107000,5739.00,114.00,-103.00,1.3840,0.2420,-0.2660,1.0830,0.1000,-0.0750
CONFIRMED,CANDIDATE,13.233522140,4.5030000e-05,-4.5030000e-05,0,,,6.73720,0.08750,-0.08750,3.06,5.400e-01,-5.800e-01,0.1126,,,89.95,,,888.0,,,15.320000,0.566000,-0.566000,5739.00,114.00,-103.00,1.3840,0.2420,-0.2660,1.0830,0.1000,-0.0750
CONFIRMED,CANDIDATE,6.155602850,2.7040000e-05,-2.7040000e-05,0,,,4.98430,0.09940,-0.09940,2.32,4.000e-01,-4.500e-01,0.0676,,,88.56,,,1146.0,,,9.340000,1.200000,-1.200000,5739.00,114.00,-103.00,1.3840,0.2420,-0.2660,1.0830,0.1000,-0.0750
CONFIRMED,CANDIDATE,2.090811305,9.5710000e-06,-9.5710000e-06,0,,,3.38800,0.10600,-0.10600,1.62,2.800e-01,-3.200e-01,0.0329,,,77.03,,,1642.0,,,3.320000,1.500000,-1.500000,5739.00,114.00,-103.00,1.3840,0.2420,-0.2660,1.0830,0.1000,-0.0750
CONFIRMED,CANDIDATE,3.180027898,7.2780000e-06,-7.2780000e-06,0,,,3.57970,0.05580,-0.05580,1.53,7.000e-02,-5.000e-02,0.0439,,,88.34,,,1458.0,,,6.751000,0.764000,-0.764000,5847.00,64.00,-75.00,1.4020,0.0630,-0.0460,1.1130,0.0920,-0.0500
CONFIRMED,CANDIDATE,50.446741700,6.5050000e-04,-6.5050000e-04,0,,,7.15900,0.24700,-0.24700,2.67,4.700e-01,-5.100e-01,0.2747,,,89.57,,,568.0,,,50.900000,18.400000,-18.400000,5739.00,114.00,-103.00,1.3840,0.2420,-0.2660,1.0830,0.1000,-0.0750
